input_file:  ../data/quantile_df.csv
Getting score for:  3dem_mag0.fin 0.3552149012561203 31
Getting score for:  Rad2016K_Th 0.31642512385599825 31
Getting score for:  clim_PTA_albers 0.3894784760576967 31
Getting score for:  water-85m 0.3367067583295571 31
Getting score for:  ceno_euc_aust1 0.34792104797722423 31
Getting score for:  3dem_mag2 0.37260156448285375 31
Getting score for:  Thorium_2016 0.36604304455994585 31
Getting score for:  clim_WDA_albers 0.3622105523484537 31
Getting score for:  national_Wii_RF_multirandomforest_prediction 0.37433687940185734 31
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.3512133171206775 31
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.3250636098782792 31
Getting score for:  s2-dpca-85m 0.34949961180582084 31
Getting score for:  be-30y-85m-avg-GREEN.filled.lzw.nodata 0.3961815485774281 31
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.38234900632040114 31
Getting score for:  LATITUDE_GRID1_clip 0.37694855015945633 31
Getting score for:  relief_mrvbf_3s_mosaic 0.39726080891962384 31
Getting score for:  Dose_2016 0.3359290569140625 31
Getting score for:  saga_wetSM_85_resampled 0.3937585323826688 31
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.3664781137812064 31
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.37541046527807526 31
Results of  11  iteration: 0.28798626253327525 Clim_Prescott_LindaGregory
Staring experiment for:  31
Getting score for:  relief_elev_focalrange300m_3s 0.3364346798394714 30
Getting score for:  Potassium_2016 0.3427372696091463 30
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.3592546004038463 30
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.32396186514474923 30
Getting score for:  be-l8-all-85m-avg-BLUE.filled.lzw.nodata 0.361251612707308 30
Getting score for:  clim_EPA_albers 0.3659996907376954 30
Getting score for:  relief_elev_focalrange1000m_3s 0.31969389103961 30
Getting score for:  Rad2016U_Th 0.3306095630322362 30
Getting score for:  be-30y-85m-avg-SWIR2.filled.lzw.nodata 0.34656935174274456 30
Getting score for:  tpi_300 0.36945513930635465 30
Getting score for:  clim_RSM_albers 0.3526240202123932 30
Getting score for:  3dem_mag0.fin 0.3520141525766673 30
Getting score for:  Rad2016K_Th 0.32387837041602374 30
Getting score for:  clim_PTA_albers 0.4139345799262428 30
Getting score for:  water-85m 0.3406476557322316 30
Getting score for:  ceno_euc_aust1 0.30597963398514083 30
Getting score for:  3dem_mag2 0.3367157018379198 30
Getting score for:  Thorium_2016 0.3376681775752217 30
Getting score for:  clim_WDA_albers 0.34038469286041695 30
Getting score for:  national_Wii_RF_multirandomforest_prediction 0.3188930522762864 30
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.31652443881910186 30
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.29672627740776464 30
Getting score for:  s2-dpca-85m 0.3179366976745158 30
Getting score for:  be-30y-85m-avg-GREEN.filled.lzw.nodata 0.3606346928268065 30
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.3268578058622692 30
Getting score for:  LATITUDE_GRID1_clip 0.3883426581945465 30
Getting score for:  relief_mrvbf_3s_mosaic 0.34699020770650557 30
Getting score for:  Dose_2016 0.3087749508667422 30
Getting score for:  saga_wetSM_85_resampled 0.29654358004573955 30
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.3792371552048725 30
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.3523799420388068 30
Results of  12  iteration: 0.29654358004573955 saga_wetSM_85_resampled
Staring experiment for:  30
Getting score for:  relief_elev_focalrange300m_3s 0.33730267206382786 29
Getting score for:  Potassium_2016 0.3275204499589255 29
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.30224996976382046 29
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.31667405097719625 29
Getting score for:  be-l8-all-85m-avg-BLUE.filled.lzw.nodata 0.3554959590126807 29
Getting score for:  clim_EPA_albers 0.3200326191737423 29
Getting score for:  relief_elev_focalrange1000m_3s 0.3113812487873986 29
Getting score for:  Rad2016U_Th 0.30139775641420924 29
Getting score for:  be-30y-85m-avg-SWIR2.filled.lzw.nodata 0.3347913815590081 29
Getting score for:  tpi_300 0.3561834917836227 29
Getting score for:  clim_RSM_albers 0.35800922046528066 29
Getting score for:  3dem_mag0.fin 0.2812006820571808 29
Getting score for:  Rad2016K_Th 0.3050224331070832 29
Getting score for:  clim_PTA_albers 0.3707921320624026 29
Getting score for:  water-85m 0.33320431921808114 29
Getting score for:  ceno_euc_aust1 0.3431498547866456 29
Getting score for:  3dem_mag2 0.35042689489999607 29
Getting score for:  Thorium_2016 0.29826823260571156 29
Getting score for:  clim_WDA_albers 0.33328572327685413 29
Getting score for:  national_Wii_RF_multirandomforest_prediction 0.32542242961495665 29
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.29642623914421906 29
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.32627250301961547 29
Getting score for:  s2-dpca-85m 0.31257638354272144 29
Getting score for:  be-30y-85m-avg-GREEN.filled.lzw.nodata 0.3363410173269775 29
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.31262344536074005 29
Getting score for:  LATITUDE_GRID1_clip 0.4051112864143017 29
Getting score for:  relief_mrvbf_3s_mosaic 0.3428896643865184 29
Getting score for:  Dose_2016 0.3014900201344673 29
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.35097322829941174 29
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.3067914622636664 29
Results of  13  iteration: 0.2812006820571808 3dem_mag0.fin
Staring experiment for:  29
Getting score for:  relief_elev_focalrange300m_3s 0.3225561415060901 28
Getting score for:  Potassium_2016 0.32097041622489475 28
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.31641527013538684 28
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.3378408983946193 28
Getting score for:  be-l8-all-85m-avg-BLUE.filled.lzw.nodata 0.33341834358594447 28
Getting score for:  clim_EPA_albers 0.3286966166566594 28
Getting score for:  relief_elev_focalrange1000m_3s 0.3116132048479369 28
Getting score for:  Rad2016U_Th 0.302275255734033 28
Getting score for:  be-30y-85m-avg-SWIR2.filled.lzw.nodata 0.34159336425951903 28
Getting score for:  tpi_300 0.32650837285330964 28
Getting score for:  clim_RSM_albers 0.29957680896543387 28
Getting score for:  Rad2016K_Th 0.3136457937733711 28
Getting score for:  clim_PTA_albers 0.36865728369938217 28
Getting score for:  water-85m 0.30230073373996647 28
Getting score for:  ceno_euc_aust1 0.31976451418974733 28
Getting score for:  3dem_mag2 0.32711950164774095 28
Getting score for:  Thorium_2016 0.3383664234671902 28
Getting score for:  clim_WDA_albers 0.32978166539457354 28
Getting score for:  national_Wii_RF_multirandomforest_prediction 0.3427129459068257 28
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.32522013226101654 28
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.33073102176632696 28
Getting score for:  s2-dpca-85m 0.35398242757333487 28
Getting score for:  be-30y-85m-avg-GREEN.filled.lzw.nodata 0.2756413939089179 28
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.3454863714868245 28
Getting score for:  LATITUDE_GRID1_clip 0.3897503481639878 28
Getting score for:  relief_mrvbf_3s_mosaic 0.35988386303695036 28
Getting score for:  Dose_2016 0.30053110723113863 28
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.33183531371885666 28
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.300921103789987 28
Results of  14  iteration: 0.2756413939089179 be-30y-85m-avg-GREEN.filled.lzw.nodata
Staring experiment for:  28
Getting score for:  relief_elev_focalrange300m_3s 0.30121167805719107 27
Getting score for:  Potassium_2016 0.34493050512262796 27
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.36684240898369336 27
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.30234369016533835 27
Getting score for:  be-l8-all-85m-avg-BLUE.filled.lzw.nodata 0.3620889346088363 27
Getting score for:  clim_EPA_albers 0.2887675064631807 27
Getting score for:  relief_elev_focalrange1000m_3s 0.3261557798986808 27
Getting score for:  Rad2016U_Th 0.34782210419358994 27
Getting score for:  be-30y-85m-avg-SWIR2.filled.lzw.nodata 0.31297897408646996 27
Getting score for:  tpi_300 0.3602987512605894 27
Getting score for:  clim_RSM_albers 0.31752163632075014 27
Getting score for:  Rad2016K_Th 0.37439560610266576 27
Getting score for:  clim_PTA_albers 0.3674106193390294 27
Getting score for:  water-85m 0.31610945121980016 27
Getting score for:  ceno_euc_aust1 0.3321685475136825 27
Getting score for:  3dem_mag2 0.3220980967124891 27
Getting score for:  Thorium_2016 0.3455922116526586 27
Getting score for:  clim_WDA_albers 0.31386376060994203 27
Getting score for:  national_Wii_RF_multirandomforest_prediction 0.32854358385953225 27
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.35942687787814104 27
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.3431307686225619 27
Getting score for:  s2-dpca-85m 0.3184489222792392 27
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.3367512365898556 27
Getting score for:  LATITUDE_GRID1_clip 0.3783607170953034 27
Getting score for:  relief_mrvbf_3s_mosaic 0.3041152698395607 27
Getting score for:  Dose_2016 0.3176624115656345 27
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.30453947518314484 27
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.3535839177600888 27
Results of  15  iteration: 0.2887675064631807 clim_EPA_albers
Staring experiment for:  27
Getting score for:  relief_elev_focalrange300m_3s 0.31963776364140806 26
Getting score for:  Potassium_2016 0.3294618248162817 26
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.30548991043310014 26
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.3609502647895993 26
Getting score for:  be-l8-all-85m-avg-BLUE.filled.lzw.nodata 0.32252175132593924 26
Getting score for:  relief_elev_focalrange1000m_3s 0.3137041098060219 26
Getting score for:  Rad2016U_Th 0.2998059557381674 26
Getting score for:  be-30y-85m-avg-SWIR2.filled.lzw.nodata 0.35292053822327774 26
Getting score for:  tpi_300 0.30539574126716773 26
Getting score for:  clim_RSM_albers 0.29435439491650983 26
Getting score for:  Rad2016K_Th 0.35360116002802333 26
Getting score for:  clim_PTA_albers 0.34325456567103624 26
Getting score for:  water-85m 0.19767582127006272 26
Getting score for:  ceno_euc_aust1 0.3591359569540056 26
Getting score for:  3dem_mag2 0.32175689362819143 26
Getting score for:  Thorium_2016 0.34219424980988566 26
Getting score for:  clim_WDA_albers 0.3352162803617796 26
Getting score for:  national_Wii_RF_multirandomforest_prediction 0.34031794394637094 26
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.3146299181952683 26
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.30303994643278664 26
Getting score for:  s2-dpca-85m 0.3672272604118875 26
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.3752361566746111 26
Getting score for:  LATITUDE_GRID1_clip 0.3180621570645706 26
Getting score for:  relief_mrvbf_3s_mosaic 0.34777562502337056 26
Getting score for:  Dose_2016 0.3259158884675505 26
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.33327300409272087 26
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.34865954184116227 26
Results of  16  iteration: 0.19767582127006272 water-85m
Staring experiment for:  26
Getting score for:  relief_elev_focalrange300m_3s 0.32208498805964075 25
Getting score for:  Potassium_2016 0.33672450766574247 25
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.3200346025743994 25
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.292226936133913 25
Getting score for:  be-l8-all-85m-avg-BLUE.filled.lzw.nodata 0.3103114272587909 25
Getting score for:  relief_elev_focalrange1000m_3s 0.30134211134517686 25
Getting score for:  Rad2016U_Th 0.34129447153696857 25
Getting score for:  be-30y-85m-avg-SWIR2.filled.lzw.nodata 0.3187569360124889 25
Getting score for:  tpi_300 0.36678308699226253 25
Getting score for:  clim_RSM_albers 0.3363570102004597 25
Getting score for:  Rad2016K_Th 0.2984851736535612 25
Getting score for:  clim_PTA_albers 0.32775330471773095 25
Getting score for:  ceno_euc_aust1 0.35131702294193085 25
Getting score for:  3dem_mag2 0.29966724805981815 25
Getting score for:  Thorium_2016 0.29384425186966784 25
Getting score for:  clim_WDA_albers 0.3091086686626842 25
Getting score for:  national_Wii_RF_multirandomforest_prediction 0.28939168967266365 25
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.31076575429030573 25
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.29289807647963284 25
Getting score for:  s2-dpca-85m 0.32217568523298024 25
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.3520407827235488 25
Getting score for:  LATITUDE_GRID1_clip 0.3571435730352291 25
Getting score for:  relief_mrvbf_3s_mosaic 0.33388534677564236 25
Getting score for:  Dose_2016 0.3463613860168103 25
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.32980950061038616 25
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.315650857319564 25
Results of  17  iteration: 0.28939168967266365 national_Wii_RF_multirandomforest_prediction
Staring experiment for:  25
Getting score for:  relief_elev_focalrange300m_3s 0.3126788275507897 24
Getting score for:  Potassium_2016 0.3490859865217281 24
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.28974792493331747 24
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.2576193530624282 24
Getting score for:  be-l8-all-85m-avg-BLUE.filled.lzw.nodata 0.240188775570684 24
Getting score for:  relief_elev_focalrange1000m_3s 0.3623522720942532 24
Getting score for:  Rad2016U_Th 0.311608998817509 24
Getting score for:  be-30y-85m-avg-SWIR2.filled.lzw.nodata 0.3261858560349431 24
Getting score for:  tpi_300 0.26957828536220985 24
Getting score for:  clim_RSM_albers 0.32675509164676064 24
Getting score for:  Rad2016K_Th 0.33968557983626524 24
Getting score for:  clim_PTA_albers 0.37681339095202565 24
Getting score for:  ceno_euc_aust1 0.3163972377283212 24
Getting score for:  3dem_mag2 0.3099221987498183 24
Getting score for:  Thorium_2016 0.28986556617002734 24
Getting score for:  clim_WDA_albers 0.29534093259777194 24
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.30383468153965554 24
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.2500542583184634 24
Getting score for:  s2-dpca-85m 0.3107264747462356 24
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.36639648701999694 24
Getting score for:  LATITUDE_GRID1_clip 0.37002481725048125 24
Getting score for:  relief_mrvbf_3s_mosaic 0.30335882849621176 24
Getting score for:  Dose_2016 0.28488290134694527 24
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.2883440216854788 24
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.2818612123529568 24
Results of  18  iteration: 0.240188775570684 be-l8-all-85m-avg-BLUE.filled.lzw.nodata
Staring experiment for:  24
Getting score for:  relief_elev_focalrange300m_3s 0.315008582540645 23
Getting score for:  Potassium_2016 0.3087809174249907 23
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.3351261529794201 23
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.3143437316249099 23
Getting score for:  relief_elev_focalrange1000m_3s 0.371725052854758 23
Getting score for:  Rad2016U_Th 0.3068179110422603 23
Getting score for:  be-30y-85m-avg-SWIR2.filled.lzw.nodata 0.2348808327920439 23
Getting score for:  tpi_300 0.29534917205941214 23
Getting score for:  clim_RSM_albers 0.2829706772906172 23
Getting score for:  Rad2016K_Th 0.29796582173879066 23
Getting score for:  clim_PTA_albers 0.32330029671385296 23
Getting score for:  ceno_euc_aust1 0.24246886586193006 23
Getting score for:  3dem_mag2 0.3274483542219817 23
Getting score for:  Thorium_2016 0.2779984025012842 23
Getting score for:  clim_WDA_albers 0.30847003998152595 23
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.33653090599596047 23
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.27632239816766613 23
Getting score for:  s2-dpca-85m 0.3261575811983267 23
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.31960961657154363 23
Getting score for:  LATITUDE_GRID1_clip 0.3571348109197717 23
Getting score for:  relief_mrvbf_3s_mosaic 0.3447422976476116 23
Getting score for:  Dose_2016 0.3562225706115139 23
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.30695280277465453 23
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.32717718651630073 23
Results of  19  iteration: 0.2348808327920439 be-30y-85m-avg-SWIR2.filled.lzw.nodata
Staring experiment for:  23
Getting score for:  relief_elev_focalrange300m_3s 0.3033640216812945 22
Getting score for:  Potassium_2016 0.3080131629039531 22
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.2685347792095338 22
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.3472342515302737 22
Getting score for:  relief_elev_focalrange1000m_3s 0.3322466867870718 22
Getting score for:  Rad2016U_Th 0.3375140524360573 22
Getting score for:  tpi_300 0.3342004102363498 22
Getting score for:  clim_RSM_albers 0.2551973500832973 22
Getting score for:  Rad2016K_Th 0.35090805874654996 22
Getting score for:  clim_PTA_albers 0.33906589006961485 22
Getting score for:  ceno_euc_aust1 0.26552949775363316 22
Getting score for:  3dem_mag2 0.32906538594201495 22
Getting score for:  Thorium_2016 0.35478879320923606 22
Getting score for:  clim_WDA_albers 0.31775229421032414 22
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.33723338495692246 22
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.29877289999646406 22
Getting score for:  s2-dpca-85m 0.31295409211180164 22
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.3252847297000835 22
Getting score for:  LATITUDE_GRID1_clip 0.36213380811135754 22
Getting score for:  relief_mrvbf_3s_mosaic 0.36434782631964135 22
Getting score for:  Dose_2016 0.2994860222234262 22
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.345248973404666 22
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.2899087275176359 22
Results of  20  iteration: 0.2551973500832973 clim_RSM_albers
Staring experiment for:  22
Getting score for:  relief_elev_focalrange300m_3s 0.3495132296418867 21
Getting score for:  Potassium_2016 0.3206349887151504 21
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.32256183451154896 21
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.3170532563711158 21
Getting score for:  relief_elev_focalrange1000m_3s 0.30186994105440534 21
Getting score for:  Rad2016U_Th 0.35551734794132983 21
Getting score for:  tpi_300 0.34529559458050296 21
Getting score for:  Rad2016K_Th 0.3320656694573014 21
Getting score for:  clim_PTA_albers 0.3418244792619529 21
Getting score for:  ceno_euc_aust1 0.32724364761975955 21
Getting score for:  3dem_mag2 0.32279596491560114 21
Getting score for:  Thorium_2016 0.3518991794302566 21
Getting score for:  clim_WDA_albers 0.3224252035270345 21
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.35010646368561776 21
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.2924701162012922 21
Getting score for:  s2-dpca-85m 0.33709788737391483 21
Getting score for:  be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata 0.2633192397940457 21
Getting score for:  LATITUDE_GRID1_clip 0.36547772158939695 21
Getting score for:  relief_mrvbf_3s_mosaic 0.30442709331564816 21
Getting score for:  Dose_2016 0.2957703118412307 21
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.28833545796864735 21
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.3325361860369237 21
Results of  21  iteration: 0.2633192397940457 be-30y-85m-avg-ND-RED-BLUE.filled.lzw.nodata
Staring experiment for:  21
Getting score for:  relief_elev_focalrange300m_3s 0.33578751136204615 20
Getting score for:  Potassium_2016 0.3213474539292919 20
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.31122853355655605 20
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.3108676236317546 20
Getting score for:  relief_elev_focalrange1000m_3s 0.33598459713298096 20
Getting score for:  Rad2016U_Th 0.3107358964224575 20
Getting score for:  tpi_300 0.2994916593643886 20
Getting score for:  Rad2016K_Th 0.32706253538240715 20
Getting score for:  clim_PTA_albers 0.3420541416651277 20
Getting score for:  ceno_euc_aust1 0.29926317512574874 20
Getting score for:  3dem_mag2 0.2808144010338101 20
Getting score for:  Thorium_2016 0.29819575795251696 20
Getting score for:  clim_WDA_albers 0.31715202402027043 20
Getting score for:  be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata 0.27488191112900945 20
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.32644001575656956 20
Getting score for:  s2-dpca-85m 0.31538610959652325 20
Getting score for:  LATITUDE_GRID1_clip 0.365946634302631 20
Getting score for:  relief_mrvbf_3s_mosaic 0.35524858492988814 20
Getting score for:  Dose_2016 0.31411106667878425 20
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.29938096533496 20
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.29006564328799145 20
Results of  22  iteration: 0.27488191112900945 be-30y-85m-avg-ND-NIR-GREEN.filled.lzw.nodata
Staring experiment for:  20
Getting score for:  relief_elev_focalrange300m_3s 0.2633127270083712 19
Getting score for:  Potassium_2016 0.22195282609588604 19
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.2574484026442427 19
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.2711114957501099 19
Getting score for:  relief_elev_focalrange1000m_3s 0.2637758673114881 19
Getting score for:  Rad2016U_Th 0.23604561210755354 19
Getting score for:  tpi_300 0.2830463199863612 19
Getting score for:  Rad2016K_Th 0.29105752522088285 19
Getting score for:  clim_PTA_albers 0.31083947053197647 19
Getting score for:  ceno_euc_aust1 0.2839192894570021 19
Getting score for:  3dem_mag2 0.24675905729227146 19
Getting score for:  Thorium_2016 0.28592064117950017 19
Getting score for:  clim_WDA_albers 0.2975584151909286 19
Getting score for:  be-30y-85m-avg-RED.filled.lzw.nodata 0.21571336743797742 19
Getting score for:  s2-dpca-85m 0.24218812686315003 19
Getting score for:  LATITUDE_GRID1_clip 0.2949991006823784 19
Getting score for:  relief_mrvbf_3s_mosaic 0.22734120677356676 19
Getting score for:  Dose_2016 0.2687163364123207 19
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.23241239330179478 19
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.2693682051457316 19
Results of  23  iteration: 0.21571336743797742 be-30y-85m-avg-RED.filled.lzw.nodata
Staring experiment for:  19
Getting score for:  relief_elev_focalrange300m_3s 0.26068255050858924 18
Getting score for:  Potassium_2016 0.22406772947385512 18
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.24743422832260006 18
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.25847215924368694 18
Getting score for:  relief_elev_focalrange1000m_3s 0.2300814175183657 18
Getting score for:  Rad2016U_Th 0.2995928330520878 18
Getting score for:  tpi_300 0.3118896175064696 18
Getting score for:  Rad2016K_Th 0.2501828036021227 18
Getting score for:  clim_PTA_albers 0.31443524182715643 18
Getting score for:  ceno_euc_aust1 0.2812604770376685 18
Getting score for:  3dem_mag2 0.23935560670526118 18
Getting score for:  Thorium_2016 0.22832898160909487 18
Getting score for:  clim_WDA_albers 0.27891375380815125 18
Getting score for:  s2-dpca-85m 0.1934368386043522 18
Getting score for:  LATITUDE_GRID1_clip 0.28046566572029946 18
Getting score for:  relief_mrvbf_3s_mosaic 0.2555969641451468 18
Getting score for:  Dose_2016 0.2566010957533408 18
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.2529170560438033 18
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.263697997116643 18
Results of  24  iteration: 0.1934368386043522 s2-dpca-85m
Staring experiment for:  18
Getting score for:  relief_elev_focalrange300m_3s 0.2436630659090261 17
Getting score for:  Potassium_2016 0.23162256218259075 17
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.20402347521529896 17
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.2315524439236544 17
Getting score for:  relief_elev_focalrange1000m_3s 0.1992736259958342 17
Getting score for:  Rad2016U_Th 0.16424219238059634 17
Getting score for:  tpi_300 0.2231226598444434 17
Getting score for:  Rad2016K_Th 0.26393095648263243 17
Getting score for:  clim_PTA_albers 0.2714003332403766 17
Getting score for:  ceno_euc_aust1 0.21728775896794927 17
Getting score for:  3dem_mag2 0.20510352081772393 17
Getting score for:  Thorium_2016 0.23177661373873978 17
Getting score for:  clim_WDA_albers 0.2770072115597413 17
Getting score for:  LATITUDE_GRID1_clip 0.2772086261215416 17
Getting score for:  relief_mrvbf_3s_mosaic 0.19949951386913053 17
Getting score for:  Dose_2016 0.24115082411458344 17
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.17158118416676912 17
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.1821102503615395 17
Results of  25  iteration: 0.16424219238059634 Rad2016U_Th
Staring experiment for:  17
Getting score for:  relief_elev_focalrange300m_3s 0.21901585345701108 16
Getting score for:  Potassium_2016 0.19780142796146377 16
Getting score for:  be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata 0.1712301543266464 16
Getting score for:  be-l8-all-85m-avg-NIR.filled.lzw.nodata 0.21734863382017527 16
Getting score for:  relief_elev_focalrange1000m_3s 0.22393987680093067 16
Getting score for:  tpi_300 0.19815866257226455 16
Getting score for:  Rad2016K_Th 0.25306318584928655 16
Getting score for:  clim_PTA_albers 0.26504480057040586 16
Getting score for:  ceno_euc_aust1 0.22285409842315507 16
Getting score for:  3dem_mag2 0.23539053068563534 16
Getting score for:  Thorium_2016 0.1809903236926546 16
Getting score for:  clim_WDA_albers 0.24997064288310347 16
Getting score for:  LATITUDE_GRID1_clip 0.2580683621104242 16
Getting score for:  relief_mrvbf_3s_mosaic 0.23194403670355476 16
Getting score for:  Dose_2016 0.18012421032551193 16
Getting score for:  be-30y-85m-avg-SWIR1.filled.lzw.nodata 0.1811972520213742 16
Getting score for:  be-30y-85m-avg_BLUE+SWIR2 0.19643829446211472 16
Results of  26  iteration: 0.1712301543266464 be-30y-85m-avg-ND-SWIR1-NIR.filled.lzw.nodata
Staring experiment for:  16
Getting score for:  relief_elev_focalrange300m_3s 0.2409733351215818 15
Getting score for:  Potassium_2016 0.21532499911829237 15
